L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,63.760000,63.630000,63.660000,63.630000,63.510000,63.150000,62.710000,61.380000,59.820000,57.660000,53.160000,47.930000,40.860000,33.600000,25.230000,18.600000,13.000000,9.400000,6.840000,5.100000,4.150000
