L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,78.070000,74.900000,67.420000,59.900000,52.710000,46.000000,41.430000,38.210000,35.620000,32.370000,30.950000
