L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,71.780000,63.040000,53.080000,43.890000,35.510000,28.450000,22.850000,19.040000,16.380000,14.170000,12.670000,11.940000,11.460000,11.150000,10.630000,10.470000,10.390000
