L,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,94.340000,94.260000,94.260000,94.210000,93.970000,93.840000,93.490000,93.390000,92.830000,92.560000,91.590000,91.360000,91.220000,90.350000,89.420000,88.510000,88.140000,86.530000,85.700000,84.850000,83.490000
