L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,60.050000,45.250000,32.550000,23.700000,18.510000,15.880000,14.450000,13.010000,12.440000,12.010000,11.450000,11.050000,10.700000,10.620000,10.480000,10.320000,10.300000
