L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,34.510000,34.530000,34.720000,34.360000,34.520000,34.040000,34.480000,34.230000,34.270000,34.150000,33.970000
