L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,97.780000,97.810000,97.890000,97.910000,97.830000,97.840000,97.960000,97.860000,97.810000,97.830000,97.890000,97.980000,97.850000,97.750000,97.940000,97.880000,97.690000,97.670000,97.730000,97.660000,97.860000,97.810000,97.800000,97.740000,97.570000,97.720000,97.690000,97.600000,97.470000,97.590000,97.550000,97.460000,97.700000,97.510000,97.600000,97.510000,97.630000,97.490000,97.240000,97.290000,97.290000,97.110000,97.130000,97.370000,97.200000,97.080000,97.140000,97.120000,96.940000,97.190000,97.000000
