L,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,97.270000,97.260000,97.300000,97.200000,97.240000,97.260000,97.230000,97.240000,97.200000,97.180000,97.200000,97.230000,97.250000,97.210000,97.180000,97.060000,97.140000,97.070000,97.030000,97.190000,97.010000,97.050000,97.060000,97.120000,97.080000,97.110000,96.960000,96.990000,96.980000,97.140000,96.950000,96.980000,96.870000,96.850000,96.920000,96.960000,97.070000,96.920000,96.820000,96.830000,96.820000,97.040000,96.910000,96.730000,96.820000,96.750000,96.720000,96.810000,96.760000,96.750000,96.790000
