L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,53.340000,53.240000,53.410000,53.320000,53.270000,52.930000,52.460000,52.180000,51.360000,49.690000,47.780000,46.150000,43.630000,40.970000,37.070000,33.720000,29.100000,24.890000,21.290000,17.740000,14.370000
