L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,83.580000,83.630000,83.430000,83.250000,83.780000,83.590000,83.590000,83.380000,83.460000,83.360000,83.420000,83.210000,83.160000,83.420000,82.900000,83.400000,82.980000,82.710000,82.900000,83.110000,83.100000
