L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,82.780000,80.670000,74.680000,62.900000,50.180000,39.110000,30.820000,24.990000,20.280000,17.420000,15.360000,13.930000,12.930000
