L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,59.832000,55.818000,48.520000,37.152000,23.982000,12.956000,5.876000,2.288000,0.906000,0.422000,0.256000,0.198000,0.176000,0.154000,0.142000,0.136000,0.112000,0.092000,0.104000,0.104000,0.100000
