L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,86.600000,85.170000,78.770000,63.830000,46.250000,33.980000,27.070000,22.860000,19.530000,17.110000,15.650000,14.910000,13.760000
