L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,27.500000,20.730000,16.290000,13.150000,10.430000,8.580000,7.010000,5.970000,5.270000,4.500000,3.970000,3.320000,3.070000,2.900000,2.350000,2.500000,2.260000
