L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,50.850000,38.830000,24.900000,15.030000,9.950000,6.920000,5.450000,4.380000,3.740000,3.350000,3.130000,2.740000,2.460000
