name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,5.684699058532715,7.584544658660889,1.0,21.73879623413086,29.338178634643555,21.73879623413086,3.029668092727661
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.093316674232483,3.2860653400421143,0.84375,3.3880279064178467,12.144261360168457,3.3880279064178467,3.029668092727661
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.5523031949996948,1.8302065134048462,0.28125,1.2822484970092773,6.320826053619385,1.2822484970092773,3.029668092727661
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.4993630051612854,0.9697485566139221,0.109375,1.0882604122161865,2.8789942264556885,1.0882604122161865,3.029668092727661
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.0948090553283691,4.848254203796387,0.78125,3.401541233062744,18.393016815185547,3.401541233062744,3.029668092727661
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.48288458585739136,0.7250967621803284,0.0703125,1.027639389038086,1.9003870487213135,1.027639389038086,3.029668092727661
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.5117297172546387,2.4076268672943115,0.171875,1.1322349309921265,8.630507469177246,1.1322349309921265,3.029668092727661
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,0.4884607791900635,0.810207188129425,0.09375,1.0474902391433716,2.2408287525177,1.0474902391433716,3.029668092727661
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.47419124841690063,0.4941536784172058,0.0,1.0,1.0,1.0,3.029668092727661
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,0.649791955947876,1.901749849319458,0.53125,1.6455066204071045,6.606999397277832,1.6455066204071045,3.029668092727661
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.47403404116630554,0.47403404116630554,0.0,1.0,1.0,1.0,3.029668092727661
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.5156576633453369,0.850864589214325,0.30078125,1.1321485042572021,2.4034583568573,1.1321485042572021,3.029668092727661
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.47403404116630554,0.47403404116630554,0.0,1.0,1.0,1.0,3.029668092727661
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.47623705863952637,0.6103516221046448,0.0390625,1.0041134357452393,1.441406488418579,1.0041134357452393,3.029668092727661
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,0.7548794150352478,1.484766960144043,0.8046875,2.0391862392425537,4.939067840576172,2.0391862392425537,3.029668092727661
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.47543859481811523,0.5955403447151184,0.017578125,1.0033100843429565,1.3821613788604736,1.0033100843429565,3.029668092727661
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,1.1171064376831055,2.1095871925354004,1.0,3.468425750732422,7.438348770141602,3.468425750732422,3.029668092727661
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.47427985072135925,0.5868766903877258,0.001953125,1.0006787776947021,1.3475067615509033,1.0006787776947021,3.029668092727661
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.8250110745429993,1.594614863395691,0.984375,2.301180839538574,5.378459453582764,2.301180839538574,3.029668092727661
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.8473777770996094,2.6189892292022705,1.0,6.3895111083984375,9.475956916809082,6.3895111083984375,3.029668092727661
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0
