dataset,method,sigma,if_name,n_channels,r_mean,m_mean,q_mean,A_mean,p_cross_mean,p_bound_mean,D_mean,S_mean
cifar100,mne,0.25,layer1.6,64,0.33946633408777416,15.221635948866606,1.0,0.22838110147894075,0.0429896224975586,0.0086331055020215,1.8346624480247708e-07,8.033654052738663e-09
cifar100,mne,0.25,layer2.2,128,1.393848825013265,37.4066381379962,1.0,0.24150184832965632,0.05172839050292968,0.011668313064654334,1.5492294784438256e-07,8.719561584485909e-09
cifar100,mne,0.25,layer2.6,128,0.8703590799123049,24.550559926778078,1.0,0.3336472549747725,0.05501661376953125,0.012427648127274007,8.983160654801002e-08,5.247769637438005e-09
cifar100,mne,0.25,layer3.2,256,1.6540577439591289,31.356644488871098,1.0,0.21603213004373117,0.0416638916015625,0.009168680023157502,7.803771745984456e-08,3.350250853895018e-09
cifar100,mne,0.25,layer3.6,256,1.0500868670642376,21.543858416378498,1.0,0.2677910822929104,0.04198670043945313,0.009075514207553351,5.9376175286368626e-08,2.597747679594209e-09
cifar100,mne,0.25,layer3.10,256,1.7277435008436441,25.56309488415718,1.0,0.2854608275245073,0.04756149291992187,0.010201310196821578,5.179951818642947e-08,2.552561551312389e-09
cifar100,mne,0.25,layer4.2,512,8.854663658887148,73.06973292306066,1.0,0.24539240629422762,0.036419580078125,0.007894915698227124,4.033971413783948e-08,1.5399823980912628e-09
cifar100,mne,0.25,layer4.6,512,8.087473544292152,60.87372159212828,1.0,0.2715514915937678,0.045890832519531244,0.00981358146368293,1.3670206535578918e-08,6.541186314136162e-10
cifar100,mne,0.25,layer4.10,512,1.4950150082586333,7.210292614065111,1.0,0.13110115381073148,0.04314124755859375,0.008846904377898318,4.040239589844785e-09,1.7821910277987782e-10
cifar100,mne,0.25,layer5.2,512,2.3765809619799256,10.320936667732894,1.0,0.21725349378884806,0.07041025390625,0.014476900862410547,8.387672672503094e-09,6.006614278739587e-10
cifar100,mne,0.25,layer5.6,512,0.8664875405956991,4.392575824633241,1.0,0.17631521819498985,0.062060400390625,0.0131217764493078,8.034949207108392e-09,5.11936854100056e-10
cifar100,mne,0.25,layer5.10,512,0.9389871881285217,6.50072130234912,1.0,0.23337891763117946,0.042563818359375005,0.00975182463783783,6.538148791357715e-08,3.053685899640817e-09
cifar100,mne,0.25,classifier.2,4096,1213.8924560546875,204.8195300932275,2.2590701580047607,0.2469400513931168,0.027930419921874998,0.005813845649822042,2.9550413284755257e-08,1.2389696515574417e-09
cifar100,mne,0.25,classifier.5,4096,2293.79052734375,477.84725482904014,5.158390998840332,0.18069113938374964,0.0256996826171875,0.005053365495088669,6.092086910896417e-08,3.6252115503206634e-09
cifar100,mne,0.5,layer1.6,64,0.33946633408777416,15.221635948866606,1.0,0.4567622032956091,0.08439709167480469,0.01695368674590718,1.8346624480247708e-07,1.5833338449987446e-08
cifar100,mne,0.5,layer2.2,128,1.393848825013265,37.4066381379962,1.0,0.40188483431002775,0.08456211547851561,0.019268387905343503,1.5492294784438256e-07,1.428606330815334e-08
cifar100,mne,0.5,layer2.6,128,0.8703590799123049,24.550559926778078,1.0,0.5041703277074984,0.07892547607421874,0.018351927964942297,8.983160654801002e-08,7.538847284906814e-09
cifar100,mne,0.5,layer3.2,256,1.6540577439591289,31.356644488871098,1.0,0.3094223754141624,0.05921461181640625,0.013135289409576216,7.803771745984456e-08,4.754922349712741e-09
cifar100,mne,0.5,layer3.6,256,1.0500868670642376,21.543858416378498,1.0,0.3532910753367784,0.05475450439453124,0.011981531555985567,5.9376175286368626e-08,3.390538620554684e-09
cifar100,mne,0.5,layer3.10,256,1.7277435008436441,25.56309488415718,1.0,0.3622980650716887,0.059224725341796874,0.01294722222161945,5.179951818642947e-08,3.1829809157968104e-09
cifar100,mne,0.5,layer4.2,512,8.854663658887148,73.06973292306066,1.0,0.31328429761286775,0.04613140869140625,0.010085249500523787,4.033971413783948e-08,1.9527890235344365e-09
cifar100,mne,0.5,layer4.6,512,8.087473544292152,60.87372159212828,1.0,0.3351298603547693,0.05581007080078125,0.01210582270201412,1.3670206535578918e-08,7.965643201920612e-10
cifar100,mne,0.5,layer4.10,512,1.4950150082586333,7.210292614065111,1.0,0.16319360413431322,0.05327391357421875,0.011018327339115785,4.040239589844785e-09,2.2033972592458713e-10
cifar100,mne,0.5,layer5.2,512,2.3765809619799256,10.320936667732894,1.0,0.2851374420254975,0.09052128906250001,0.01899154305004631,8.387672672503094e-09,7.724660318002302e-10
cifar100,mne,0.5,layer5.6,512,0.8664875405956991,4.392575824633241,1.0,0.2301858357781078,0.07974223632812501,0.0171335149983468,8.034949207108392e-09,6.580256816179586e-10
cifar100,mne,0.5,layer5.10,512,0.9389871881285217,6.50072130234912,1.0,0.3043569020906308,0.0541,0.012703732006770246,6.538148791357715e-08,3.884463894878259e-09
cifar100,mne,0.5,classifier.2,4096,1213.8924560546875,204.8195300932275,2.2590701580047607,0.31815922800201485,0.034632861328125,0.0074340338229920006,2.9550413284755257e-08,1.536142179640997e-09
cifar100,mne,0.5,classifier.5,4096,2293.79052734375,477.84725482904014,5.158390998840332,0.22961114451826375,0.030872216796874997,0.006308408764505844,6.092086910896417e-08,4.351619403938719e-09
cifar100,mne,1.0,layer1.6,64,0.33946633408777416,15.221635948866606,1.0,0.9135244059169232,0.14829730682373046,0.029782510695466773,1.8346624480247708e-07,2.8143835327413804e-08
cifar100,mne,1.0,layer2.2,128,1.393848825013265,37.4066381379962,1.0,0.7533879223439519,0.14504570312499998,0.03280470029228636,1.5492294784438256e-07,2.4702012350144563e-08
cifar100,mne,1.0,layer2.6,128,0.8703590799123049,24.550559926778078,1.0,0.9821983223438044,0.12402864379882812,0.029903695170511488,8.983160654801002e-08,1.1910460687605498e-08
cifar100,mne,1.0,layer3.2,256,1.6540577439591289,31.356644488871098,1.0,0.5655642380573116,0.10128453369140625,0.023112399221851952,7.803771745984456e-08,8.12087129034745e-09
cifar100,mne,1.0,layer3.6,256,1.0500868670642376,21.543858416378498,1.0,0.6047893535373493,0.08579537353515625,0.01976516504000174,5.9376175286368626e-08,5.322421302207488e-09
cifar100,mne,1.0,layer3.10,256,1.7277435008436441,25.56309488415718,1.0,0.6106844657420245,0.08899768676757813,0.020973554128292018,5.179951818642947e-08,4.797019993084541e-09
cifar100,mne,1.0,layer4.2,512,8.854663658887148,73.06973292306066,1.0,0.5428485053562825,0.0737128173828125,0.017001286002629786,4.033971413783948e-08,3.1231680337960363e-09
cifar100,mne,1.0,layer4.6,512,8.087473544292152,60.87372159212828,1.0,0.5585757264359688,0.084709326171875,0.01954673674569931,1.3670206535578918e-08,1.2110046891815884e-09
cifar100,mne,1.0,layer4.10,512,1.4950150082586333,7.210292614065111,1.0,0.27791390140392,0.0866130126953125,0.018776350550516508,4.040239589844785e-09,3.5870729792628153e-10
cifar100,mne,1.0,layer5.2,512,2.3765809619799256,10.320936667732894,1.0,0.5212659164140736,0.14998310546875,0.033738995895604605,8.387672672503094e-09,1.2784976961319597e-09
cifar100,mne,1.0,layer5.6,512,0.8664875405956991,4.392575824633241,1.0,0.42083234499859384,0.1345681640625,0.031040737350750715,8.034949207108392e-09,1.1092931115594032e-09
cifar100,mne,1.0,layer5.10,512,0.9389871881285217,6.50072130234912,1.0,0.558815742226251,0.087169482421875,0.022386122092080768,6.538148791357715e-08,6.270573296403243e-09
cifar100,mne,1.0,classifier.2,4096,1213.8924560546875,204.8195300932275,2.2590701580047607,0.5612273230247025,0.0520301513671875,0.01193035955900321,2.9550413284755257e-08,2.3032474710096376e-09
cifar100,mne,1.0,classifier.5,4096,2293.79052734375,477.84725482904014,5.158390998840332,0.40149133840254464,0.0435024658203125,0.009617947852827775,6.092086910896417e-08,6.112109420828987e-09
