L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,62.110000,62.050000,57.680000,40.240000,15.090000,4.860000,2.120000,1.450000,1.120000,1.070000,1.050000,1.010000,1.020000
