L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,63.760000,63.630000,63.660000,63.630000,63.510000,63.150000,62.710000,61.380000,59.820000,57.660000,53.160000,47.930000,40.860000
