name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean,q_mean_pre_norm,kappa_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,5.703586578369141,13.219335556030273,1.0,7.271449089050293,17.292448043823242,21.814346313476562,3.0,1.0
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.4536762237548828,13.219335556030273,1.0,1.604901671409607,17.292448043823242,4.814704895019531,3.0,1.0
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.9812830090522766,9.193258285522461,1.0,0.9750440120697021,11.924344062805176,2.9251317977905273,3.0,1.852038860321045
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.3385629653930664,13.219335556030273,1.0,1.4514172077178955,17.292448043823242,4.354251861572266,3.0,0.5119123458862305
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,0.8359707593917847,1.2632471323013306,1.0,0.7812943458557129,1.3509961366653442,2.3438830375671387,3.0,1.5566585063934326
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,1.3001978397369385,13.219335556030273,1.0,1.4002639055252075,17.292448043823242,4.200791358947754,3.0,0.44328776001930237
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,0.8276639580726624,1.0125089883804321,1.0,0.7702186107635498,1.0166786909103394,2.3106558322906494,3.0,0.30687838792800903
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.5790131092071533
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,0.41294065117836
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,0.9719022512435913,13.219335556030273,1.0,0.9625362753868103,17.292448043823242,2.8876090049743652,3.0,0.343883752822876
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,0.5947293043136597
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.405200719833374
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.8262084722518921,0.8262084722518921,1.0,0.7682779431343079,0.7682779431343079,2.3048338890075684,3.0,1.0
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,1.5856497287750244,13.219335556030273,1.0,1.780866265296936,17.292448043823242,5.3425984382629395,3.0,0.6210204362869263
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0,1.0,1.0
