L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,82.730000,74.200000,61.640000,48.730000,36.000000,27.260000,20.810000,16.850000,14.690000,13.070000,11.510000,10.500000,9.670000
