L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,63.840000,63.820000,63.730000,63.930000,63.690000,63.600000,62.930000,62.130000,60.950000,58.980000,56.290000,51.790000,46.140000
