L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,89.800000,87.820000,78.430000,67.980000,57.640000,47.640000,38.610000,32.250000,27.940000,24.910000,22.420000,20.700000,19.220000
