L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,29.450000,22.580000,17.570000,13.970000,10.870000,8.390000,7.120000,5.610000,4.800000,3.970000,3.550000,3.020000,2.820000,2.440000,2.200000,2.030000,1.860000
