L,T,0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,0.55,0.6,0.65,0.7,0.75,0.8,0.85,0.9,0.95,1
16,16,59.380000,58.130000,51.880000,41.310000,29.440000,20.260000,14.440000,10.680000,8.290000,6.790000,5.800000,4.710000,4.180000,3.650000,3.280000,3.050000,2.850000,2.610000,2.550000,2.180000,1.970000
