L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,90.290000,90.300000,90.120000,90.090000,89.930000,89.880000,89.490000,89.140000,88.940000,88.380000,87.570000,87.260000,86.300000
