L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,74.020000,65.510000,55.550000,47.230000,37.910000,31.010000,25.300000,21.190000,18.040000,15.570000,14.080000,13.000000,12.360000,11.680000,11.180000,11.210000,10.870000
