method,checkpoint,parameter_type,layer,value
weights_only,best_val,lambda,input_if,7.533559322357178
weights_only,best_val,gamma_rms,bns.0,1.3195292949676514
weights_only,best_val,gamma_rms,bns.1,1.1374528408050537
weights_only,best_val,gamma_rms,bns.2,1.1699762344360352
weights_only,best_val,gamma_rms,bns.3,1.0848405361175537
weights_only,best_val,gamma_rms,bns.4,0.9596312046051025
weights_only,best_val,gamma_rms,bns.5,1.1349064111709595
weights_only,best_val,gamma_rms,bns.6,1.0332751274108887
weights_only,best_val,gamma_rms,bns.7,1.0911097526550293
weights_only,best_val,gamma_rms,bns.8,0.9829320311546326
weights_only,best_val,gamma_rms,bns.9,1.0940382480621338
weights_only,best_val,gamma_rms,bns.10,1.0150249004364014
weights_only,best_val,gamma_rms,bns.11,1.0751055479049683
weights_only,best_val,gamma_rms,bns.12,1.0359110832214355
weights_only,best_val,gamma_rms,bns.13,1.0633811950683594
weights_only,best_val,gamma_rms,bns.14,0.9994403719902039
weights_only,best_val,gamma_rms,bns.15,1.0554224252700806
weights_only,best_val,gamma_rms,bns.16,0.9678435921669006
weights_only,best_val,gamma_rms,bns.17,1.045560598373413
weights_only,best_val,gamma_rms,bns.18,0.9572249054908752
weights_only,best_val,gamma_rms,bns.19,1.0372774600982666
weights_only,best_val,gamma_rms,bns.20,0.9560621976852417
weights_only,best_val,gamma_rms,bns.21,1.042716383934021
weights_only,best_val,gamma_rms,bns.22,0.9610824584960938
weights_only,best_val,gamma_rms,bns.23,1.050589680671692
weights_only,best_val,gamma_rms,bns.24,0.9597005844116211
weights_only,best_val,gamma_rms,bns.25,1.0380369424819946
weights_only,best_val,gamma_rms,bns.26,0.9437276721000671
weights_only,best_val,gamma_rms,bns.27,1.0384105443954468
weights_only,best_val,gamma_rms,bns.28,0.9488547444343567
weights_only,best_val,gamma_rms,bns.29,1.0382499694824219
weights_only,best_val,gamma_rms,bns.30,0.9621446132659912
weights_only,best_val,gamma_rms,bns.31,1.0333571434020996
weights_only,best_val,gamma_rms,bns.32,0.9574156403541565
weights_only,best_val,gamma_rms,bns.33,1.0364792346954346
weights_only,best_val,gamma_rms,bns.34,0.9773532152175903
weights_only,best_val,gamma_rms,bns.35,1.0302971601486206
weights_only,best_val,gamma_rms,bns.36,0.9593473076820374
weights_only,best_val,gamma_rms,bns.37,1.0348042249679565
weights_only,best_val,gamma_rms,bns.38,0.9640734791755676
weights_only,best_val,gamma_rms,bns.39,1.4696160554885864
weights_only,best_val,lambda,ifs.0,7.852686405181885
weights_only,best_val,lambda,ifs.1,7.836712837219238
weights_only,best_val,lambda,ifs.2,7.866490364074707
weights_only,best_val,lambda,ifs.3,7.907583236694336
weights_only,best_val,lambda,ifs.4,7.828986644744873
weights_only,best_val,lambda,ifs.5,7.851809978485107
weights_only,best_val,lambda,ifs.6,7.88576602935791
weights_only,best_val,lambda,ifs.7,7.902604103088379
weights_only,best_val,lambda,ifs.8,7.978802680969238
weights_only,best_val,lambda,ifs.9,7.898792266845703
weights_only,best_val,lambda,ifs.10,7.939194679260254
weights_only,best_val,lambda,ifs.11,7.920873641967773
weights_only,best_val,lambda,ifs.12,8.043987274169922
