dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1,5,29.460000,0.656963
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.25,5,22.292000,0.503756
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.5,5,17.410000,0.707884
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,1.75,5,13.454000,0.792168
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2,5,10.548000,0.830253
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.25,5,8.322000,0.590017
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.5,5,6.906000,0.756921
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,2.75,5,5.780000,0.792906
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3,5,4.978000,0.765911
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.25,5,4.192000,0.748345
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.5,5,3.698000,0.641615
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,3.75,5,3.238000,0.649554
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4,5,2.924000,0.606861
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.25,5,2.594000,0.480864
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.5,5,2.418000,0.519057
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,4.75,5,2.306000,0.474847
cifar100,calibrated_mne_a0p1,l2_calibrated_mne_alpha_0p1,calibrated_mne_l2,0.0005,none,5,5,2.132000,0.404067
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1,5,15.100000,1.308759
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.25,5,10.590000,1.167583
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.5,5,7.784000,0.809277
cifar100,l1,l1_rc1e-5,l1,1e-05,none,1.75,5,5.980000,0.588727
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2,5,4.676000,0.532147
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.25,5,3.752000,0.484273
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.5,5,3.080000,0.457548
cifar100,l1,l1_rc1e-5,l1,1e-05,none,2.75,5,2.684000,0.421343
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3,5,2.342000,0.391433
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.25,5,1.994000,0.307376
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.5,5,1.880000,0.228473
cifar100,l1,l1_rc1e-5,l1,1e-05,none,3.75,5,1.770000,0.180555
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4,5,1.588000,0.151559
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.25,5,1.488000,0.128725
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.5,5,1.458000,0.122760
cifar100,l1,l1_rc1e-5,l1,1e-05,none,4.75,5,1.348000,0.168582
cifar100,l1,l1_rc1e-5,l1,1e-05,none,5,5,1.300000,0.137659
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1,5,21.676000,1.158633
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.25,5,14.190000,0.875557
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.5,5,9.974000,0.492981
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,1.75,5,7.542000,0.428509
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2,5,5.982000,0.336407
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.25,5,4.788000,0.284552
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.5,5,4.068000,0.291239
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,2.75,5,3.482000,0.212179
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3,5,3.106000,0.219955
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.25,5,2.736000,0.274918
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.5,5,2.492000,0.224878
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,3.75,5,2.236000,0.241930
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4,5,2.072000,0.216495
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.25,5,1.974000,0.189684
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.5,5,1.830000,0.297825
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,4.75,5,1.712000,0.248435
cifar100,old_detach,old_mne_detach_lambda,mne_l2,0.0001,none,5,5,1.666000,0.253140
cifar100,weight_decay,weight_decay,weight_decay,none,none,1,5,27.176000,0.844293
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.25,5,20.520000,1.014076
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.5,5,15.862000,1.071037
cifar100,weight_decay,weight_decay,weight_decay,none,none,1.75,5,12.582000,0.946663
cifar100,weight_decay,weight_decay,weight_decay,none,none,2,5,10.046000,0.786753
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.25,5,8.162000,0.685288
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.5,5,7.000000,0.564092
