dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar100,weight_decay,weight_decay,weight_decay,none,none,2.75,5,5.836000,0.536731
cifar100,weight_decay,weight_decay,weight_decay,none,none,3,5,5.152000,0.410329
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.25,5,4.504000,0.443204
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.5,5,3.964000,0.416209
cifar100,weight_decay,weight_decay,weight_decay,none,none,3.75,5,3.502000,0.289948
cifar100,weight_decay,weight_decay,weight_decay,none,none,4,5,3.142000,0.356889
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.25,5,2.896000,0.263496
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.5,5,2.656000,0.289620
cifar100,weight_decay,weight_decay,weight_decay,none,none,4.75,5,2.470000,0.248193
cifar100,weight_decay,weight_decay,weight_decay,none,none,5,5,2.308000,0.194345
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1,5,30.036000,1.276276
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.25,5,23.136000,1.233706
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.5,5,17.974000,1.097625
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.75,5,14.162000,1.157312
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2,5,11.264000,0.941717
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.25,5,9.132000,0.803194
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.5,5,7.562000,0.713421
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.75,5,6.374000,0.554328
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3,5,5.534000,0.459815
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.25,5,4.690000,0.388523
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.5,5,4.118000,0.228298
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.75,5,3.578000,0.324915
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4,5,3.226000,0.239958
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.25,5,2.830000,0.188016
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.5,5,2.612000,0.185796
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.75,5,2.344000,0.301546
cifar100,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,5,5,2.124000,0.120955
