L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,85.750000,84.380000,81.980000,77.170000,68.560000,58.600000,49.290000,40.840000,34.270000,29.490000,25.760000,23.110000,19.740000
