L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,63.710000,63.750000,63.600000,63.550000,63.570000,63.310000,63.010000,62.300000,61.230000,60.210000,57.970000,54.270000,49.980000
