L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,90.590000,90.250000,84.630000,61.350000,22.510000,11.190000,10.020000,10.000000,10.000000,10.000000,10.000000,10.000000,10.000000
