L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,89.690000,89.540000,89.560000,89.590000,89.300000,89.060000,89.070000,88.490000,87.940000,86.650000,85.490000,83.860000,81.210000
