dataset,variant,variant_label,regularizer,reg_coeff,hinge_tau,sigma,n,acc_mean,acc_std
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,2.75,1,76.660000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,3,1,70.650000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,3.25,1,62.370000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,3.5,1,51.240000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,3.75,1,39.780000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,4,1,29.970000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,4.25,1,23.440000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,4.5,1,19.360000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,4.75,1,17.630000,0.000000
cifar10,manual_l2_w_bn_beta,manual_l2_weights_plus_bn_beta,manual_l2_w_bn_beta,0.00025,none,5,1,16.560000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,0,1,90.970000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,0.25,1,90.400000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,0.5,1,86.220000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,0.75,1,62.990000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,1,1,22.500000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,1.25,1,12.760000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,1.5,1,10.400000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,1.75,1,10.040000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,2,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,2.25,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,2.5,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,2.75,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,3,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,3.25,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,3.5,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,3.75,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,4,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,4.25,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,4.5,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,4.75,1,10.000000,0.000000
cifar10,manual_l2_w_bn_gamma,manual_l2_weights_plus_bn_gamma,manual_l2_w_bn_gamma,0.00025,none,5,1,10.000000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0,1,91.170000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.25,1,91.190000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.5,1,91.110000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,0.75,1,91.090000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1,1,90.800000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.25,1,90.410000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.5,1,90.010000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,1.75,1,89.300000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2,1,88.360000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.25,1,86.560000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.5,1,84.220000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,2.75,1,80.630000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3,1,75.630000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.25,1,69.290000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.5,1,60.250000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,3.75,1,50.100000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4,1,39.530000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.25,1,30.690000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.5,1,24.360000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,4.75,1,19.770000,0.000000
cifar10,weight_decay_weights_only,weight_decay_conv_linear_only,weight_decay_weights_only,none,none,5,1,17.390000,0.000000
