epoch,alpha,q_assignment,q_mean,q_mean_pre_norm,q_tilde_mean,q_std,q_min,q_max,q_os_mean,q_os_std,p_gt_tau,p_at_qmax,q_cap,mean_normalize_q,ga_mode,ga_kappa_res_mean,ga_kappa_sc_mean,ga_frac_phi_neg_res,ga_cov_mean,mne_grad_match_scale,mne_ref_grad_norm,reg_grad_norm,reg_coeff_grad_norm,ce_grad_norm,reg_ce_ratio,ann_train_acc,ann_test_acc,train_loss
0.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.48152441472348656,0.0,0.0,1.0,nocov,0.2162178009748459,1.783154845237732,0.0,3.371092134329956e-07,,,38.551662882206216,0.01927583144110311,0.798503951120367,0.024139932449999183,4.904,7.69,1858.8262763023376
1.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5148167204673942,0.0,0.0,1.0,nocov,0.20527516305446625,1.7940376996994019,0.0,9.086105819733348e-06,,,35.526376301079985,0.017763188150539993,0.9585234947581799,0.01853182342183627,8.41,13.64,1702.96333360672
2.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5753783169000045,0.0,0.0,1.0,nocov,0.19741058349609375,1.8016973733901978,0.0,1.592834814800881e-05,,,35.33926058182965,0.017669630290914826,1.1378749887343536,0.015528621743033977,12.232,15.53,1594.0506711006165
3.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6138299377373112,0.0,0.0,1.0,nocov,0.23085197806358337,1.7682965993881226,0.0,2.590200529084541e-05,,,36.89635648236265,0.018448178241181324,1.3728716605709665,0.013437656826209721,16.86,23.57,1487.7347419261932
4.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6522746342222404,0.0,0.0,1.0,nocov,0.29540151357650757,1.703953504562378,0.0,4.031524804304354e-05,,,39.052488780602786,0.019526244390301394,1.6075509991969663,0.012146578491167934,21.764,30.52,1397.5668621063232
5.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6803911073738352,0.0,0.0,1.0,nocov,0.3082788586616516,1.6910713911056519,0.0,4.7783480113139376e-05,,,41.19457900669182,0.020597289503345908,1.4953536054894718,0.013774193226092385,25.936,33.92,1326.907488822937
6.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6930722675055189,0.0,0.0,1.0,nocov,0.35962262749671936,1.6397731304168701,0.0,5.8189776609651744e-05,,,43.297749879795376,0.02164887493989769,1.681684803730393,0.01287332494881034,28.58,38.87,1283.0917000770569
7.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.70422422809674,0.0,0.0,1.0,nocov,0.38997915387153625,1.6095083951950073,0.0,6.532603583764285e-05,,,45.25111425724472,0.02262555712862236,1.7125043743249273,0.013211970414698298,31.856,41.92,1242.45827460289
8.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7112500161466087,0.0,0.0,1.0,nocov,0.41791123151779175,1.58162522315979,0.0,7.215354708023369e-05,,,47.03531046730334,0.02351765523365167,1.603824928309553,0.014663480295470595,34.452,45.6,1208.6042370796204
9.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7171297076413089,0.0,0.0,1.0,nocov,0.43654870986938477,1.563034176826477,0.0,8.44404348754324e-05,,,48.517615236011935,0.024258807618005966,1.7574544101398692,0.013803378043857933,36.422,43.43,1187.4322006702423
10.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7196840555466655,0.0,0.0,1.0,nocov,0.461841344833374,1.537764549255371,0.0,9.093826520256698e-05,,,49.78826329984358,0.02489413164992179,1.745579758558302,0.014261239870518545,38.01,46.38,1167.4096014499664
11.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7219304318928048,0.0,0.0,1.0,nocov,0.4806042015552521,1.519020438194275,0.0,9.359649993712083e-05,,,50.97590180067529,0.025487950900337644,1.662102314681404,0.015334766503362483,39.734,46.45,1151.322536945343
12.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.7096254435341681,0.0,0.0,1.0,nocov,0.5059994459152222,1.4936522245407104,0.0,0.00010670974006643519,,,52.03401087862106,0.02601700543931053,1.7354719253524795,0.01499131450024834,40.712,49.35,1142.575755596161
13.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6986141460935783,0.0,0.0,1.0,nocov,0.5305101275444031,1.4691632986068726,0.0,0.00010805953206727281,,,53.035832869638895,0.026517916434819447,1.7772003098251339,0.01492117477597596,41.962,50.07,1136.2672321796417
14.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6928202430610462,0.0,0.0,1.0,nocov,0.5409800410270691,1.4587159156799316,0.0,0.00011008274304913357,,,53.93092505913815,0.026965462529569075,1.6707395800569214,0.016139835825670912,42.854,52.38,1128.2151160240173
15.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.685626614734035,0.0,0.0,1.0,nocov,0.5579016804695129,1.4418076276779175,0.0,0.00012171005073469132,,,54.70943379899344,0.027354716899496718,1.7491266917714532,0.01563907121661544,43.88,46.61,1120.6095712184906
16.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6739903180800435,0.0,0.0,1.0,nocov,0.575046181678772,1.4246776103973389,0.0,0.00012155075091868639,,,55.596212245714696,0.02779810612285735,1.8397771435213335,0.01510949639783641,44.378,52.55,1119.7714426517487
17.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6670497820505401,0.0,0.0,1.0,nocov,0.5825394988059998,1.4171957969665527,0.0,0.00012512461398728192,,,56.32900748864444,0.028164503744322222,1.9267638196358867,0.014617517444169496,44.656,52.92,1119.5926911830902
18.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6563672392874422,0.0,0.0,1.0,nocov,0.6017317771911621,1.3980164527893066,0.0,0.0001298210845561698,,,56.98943565580543,0.028494717827902714,2.0790922477253906,0.01370536485770512,45.892,52.4,1112.5703332424164
19.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6423891898616195,0.0,0.0,1.0,nocov,0.6268158555030823,1.372944951057434,0.0,0.00013730680802837014,,,57.60601192597756,0.028803005962988782,1.8472175805490965,0.015592643912812326,46.554,55.41,1111.7185015678406
20.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6352941306960552,0.0,0.0,1.0,nocov,0.6205807328224182,1.379183292388916,0.0,0.00013691898493561894,,,58.24728662286151,0.029123643311430754,1.8003000350715308,0.016177105340262683,46.76,56.31,1111.2267549037933
21.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6235677888021445,0.0,0.0,1.0,nocov,0.6343804597854614,1.3653953075408936,0.0,0.00014138872211333364,,,58.81976325398948,0.02940988162699474,1.9213066069871556,0.01530722973628506,47.208,53.23,1108.4618968963623
22.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.6075639529606266,0.0,0.0,1.0,nocov,0.6517473459243774,1.348030924797058,0.0,0.0001424265356035903,,,59.36306578510529,0.029681532892552646,1.9422110639746375,0.015282341576105987,47.35,49.76,1111.8244564533234
23.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.580688954161866,0.0,0.0,1.0,nocov,0.667042076587677,1.3327447175979614,0.0,0.00014929800818208605,,,59.931388758229104,0.029965694379114553,1.766890667736725,0.01695956344457844,47.822,54.16,1113.5642132759094
24.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5666624187203624,0.0,0.0,1.0,nocov,0.6697023510932922,1.3300904035568237,0.0,0.00015656169853173196,,,60.393385241991105,0.030196692620995554,1.9295932968957508,0.015649252445877965,47.874,54.3,1115.891627073288
25.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.549057452270137,0.0,0.0,1.0,nocov,0.6623126268386841,1.33748197555542,0.0,0.00015818300016690046,,,60.8652069549063,0.03043260347745315,1.9328333189161548,0.015745073917971555,48.598,55.42,1114.267567396164
26.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5264428946977991,0.0,0.0,1.0,nocov,0.6810410618782043,1.3187602758407593,0.0,0.00016026511730160564,,,61.26372682549063,0.030631863412745316,2.0174306588081783,0.015183601616742289,48.87,54.96,1112.1402394771576
27.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.5015015038840301,0.0,0.0,1.0,nocov,0.6938505172729492,1.305952548980713,0.0,0.00016691299970261753,,,61.58742468651049,0.030793712343255245,1.9047404357917808,0.016166881200510987,49.16,55.68,1113.683299779892
28.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.4836541038492452,0.0,0.0,1.0,nocov,0.6990875601768494,1.3007183074951172,0.0,0.00016531802248209715,,,61.92585400087586,0.03096292700043793,1.9999521005138179,0.015481834286172697,49.432,54.82,1111.8076004981995
29.0,0.0,risk,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.47626386479953364,0.0,0.0,1.0,nocov,0.698454737663269,1.3013538122177124,0.0,0.00015366385923698545,,,62.23936524761304,0.03111968262380652,1.9828914498216648,0.015694092899843474,49.808,58.69,1111.3689723014832
30.0,0.08,risk,1.0000000103660251,1.0430883169174194,0.9999999403953552,0.09618919880112724,0.9586557745933533,1.4690624475479126,1.0428483574591634,0.10031070554500346,0.4635411449862868,0.0,0.0,1.0,nocov,0.709986686706543,1.2898244857788086,0.0,0.0001742951135383919,,,64.43996503908332,0.03221998251954166,1.9972394482362796,0.016132258226721114,49.852,58.18,1125.006489276886
31.0,0.16,risk,1.0000000118904406,1.0867997407913208,1.0,0.18539540938404211,0.9201326966285706,1.8929235935211182,1.0863210859201144,0.2013988686949396,0.4464514180065116,0.0,0.0,1.0,nocov,0.728366494178772,1.2714495658874512,0.0,0.0001679952983977273,,,66.39686049197596,0.03319843024598798,1.995844650809138,0.016633774694102047,50.172,53.31,1133.1245107650757
