site,method,method_label,clean_acc,end_sigma,end_acc,absolute_drop,end_retention,curve_acc_auc,curve_retention_auc
post_input_if,manual_l2_all,Manual L2 (all params),88.290000,1,37.030000,51.260000,0.419413,63.275000,0.716672
post_input_if,wd_weight_only,WD (weights only),87.490000,1,48.523333,38.966667,0.554616,71.511667,0.817370
