L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,61.260000,46.470000,33.270000,24.100000,18.100000,14.630000,12.820000,11.890000,11.500000,11.050000,10.790000,10.710000,10.450000,10.520000,10.530000,10.500000,10.320000
