L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,86.760000,85.690000,78.870000,64.930000,48.020000,36.090000,28.660000,24.020000,20.500000,17.390000,15.960000,15.040000,13.870000
