dataset,model,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,79.070000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.670000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/old_detach/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,76.970000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed41_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,74.090000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_old_detach_rc0p0001_seed41_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/old_detach/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,79.050000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em06/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.840000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em06/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,77.440000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed41_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em06/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em06,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,74.630000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em06_seed41_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em06/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em05,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,78.750000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em05_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em05/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,spectral_mne,spectral_mne_detach_lambda,spectral_mne,1em05,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.290000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_spectral_mne_rc1em05_seed40_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_spectral_mne_pilot_ep5/fc3_h8/spectral_mne/rc1em05/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
