L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,73.250000,64.540000,55.040000,45.290000,35.630000,28.140000,22.490000,18.810000,15.630000,13.500000,12.480000,11.600000,11.250000,10.860000,10.610000,10.560000,10.280000
