model,method,method_label,regularizer,reg_coeff,clean_sigma,clean_acc_mean,clean_acc_std,end_sigma,end_acc_mean,end_acc_std,absolute_drop,relative_retention
cnn2_c8_c16,l2,l2_wd0p0005,weight_decay,none,0,69.480000,0.000000,1.5,10.920000,0.000000,58.560000,0.157168
cnn2_c8_c16,l2_sp,l2_sp_rc0p01,l2_sp,0p01,0,44.050000,0.000000,1.5,11.660000,0.000000,32.390000,0.264699
cnn2_c8_c16,old_detach,old_mne_detach_lambda,mne_l2,0p0001,0,46.180000,0.000000,1.5,11.770000,0.000000,34.410000,0.254872
