L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,27.730000,20.560000,15.900000,12.310000,9.820000,8.180000,7.130000,6.010000,5.300000,4.730000,4.220000,3.730000,3.320000,2.970000,2.910000,2.690000,2.320000
