L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,90.070000,89.980000,89.810000,89.740000,89.750000,89.410000,88.830000,88.410000,87.940000,87.100000,85.850000,84.730000,82.330000
