L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,59.560000,59.560000,59.480000,59.700000,59.690000,59.720000,59.000000,58.920000,58.380000,57.550000,57.170000,56.060000,55.160000
