L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
2,2,96.030000,79.400000,64.210000,53.150000,45.450000,40.170000,35.490000,32.270000,30.070000,28.010000,25.780000,24.560000,23.280000,21.730000,20.110000,19.180000,18.510000,17.980000,17.230000,15.670000,15.790000,15.710000,14.430000,14.760000,14.130000,13.780000,13.230000,12.960000,12.900000,12.630000,12.490000,11.980000,11.960000,11.630000,11.770000,11.280000,11.030000,11.240000,10.920000,10.660000,10.950000,10.920000,10.890000,10.730000,11.220000,9.980000,10.280000,10.310000,9.860000,10.530000,10.700000
2,16,98.200000,98.230000,98.130000,98.150000,98.060000,98.170000,98.170000,98.140000,98.020000,98.030000,98.060000,97.970000,97.890000,97.840000,97.750000,97.890000,97.800000,97.670000,97.910000,97.730000,97.770000,97.720000,97.570000,97.630000,97.480000,97.570000,97.540000,97.360000,97.480000,97.460000,97.330000,97.330000,97.300000,97.260000,97.220000,97.100000,97.210000,96.920000,97.090000,96.950000,97.130000,96.720000,96.630000,96.580000,96.330000,96.450000,96.230000,96.230000,96.140000,96.100000,95.730000
4,16,98.410000,98.350000,98.350000,98.390000,98.320000,98.080000,97.800000,97.430000,97.030000,96.510000,95.850000,95.540000,94.790000,94.290000,94.220000,93.590000,93.080000,92.880000,92.390000,92.530000,92.370000,92.140000,91.610000,91.460000,91.120000,90.840000,90.650000,90.740000,90.500000,89.970000,89.970000,89.810000,89.710000,89.760000,89.430000,89.500000,89.300000,89.330000,88.980000,88.980000,89.030000,89.140000,89.070000,89.040000,89.140000,89.000000,88.860000,89.160000,88.830000,88.850000,88.570000
8,0,97.770000,97.210000,96.950000,96.890000,97.090000,96.680000,96.800000,96.730000,96.650000,96.440000,96.180000,96.290000,96.230000,96.020000,95.660000,95.180000,94.780000,93.960000,93.380000,93.120000,92.360000,91.230000,89.600000,88.780000,87.320000,85.580000,83.960000,83.200000,81.330000,79.720000,77.760000,75.620000,74.970000,71.700000,70.110000,67.820000,65.910000,64.260000,61.420000,60.460000,57.950000,55.640000,53.860000,52.290000,49.370000,47.370000,45.890000,43.790000,42.000000,41.030000,38.890000
8,2,93.010000,92.980000,92.990000,93.030000,93.110000,93.000000,92.930000,93.050000,92.830000,92.920000,92.390000,91.890000,90.700000,90.010000,88.150000,87.120000,85.420000,83.770000,81.420000,80.480000,78.110000,76.730000,74.940000,74.200000,73.250000,72.730000,70.260000,69.390000,67.860000,67.760000,66.640000,65.390000,64.800000,63.300000,62.920000,61.360000,59.560000,59.730000,58.860000,57.000000,56.470000,55.470000,53.980000,54.000000,51.530000,51.340000,49.740000,48.220000,46.790000,46.160000,45.080000
8,4,96.550000,96.470000,96.570000,96.530000,96.630000,96.540000,96.410000,95.980000,95.890000,95.490000,94.740000,94.570000,94.570000,93.930000,93.560000,93.310000,93.140000,92.830000,91.940000,91.640000,91.650000,90.790000,90.590000,90.460000,90.110000,88.870000,89.310000,88.370000,88.110000,88.400000,87.390000,87.020000,86.610000,86.050000,85.870000,85.220000,84.710000,84.380000,83.210000,83.640000,82.770000,82.530000,82.250000,81.650000,81.250000,80.320000,80.090000,78.680000,79.280000,78.840000,78.040000
8,8,97.090000,97.150000,96.820000,96.800000,96.430000,96.570000,96.350000,96.440000,96.310000,96.390000,96.210000,96.270000,96.220000,96.240000,96.270000,96.400000,96.160000,96.200000,96.110000,96.120000,96.410000,96.080000,95.930000,96.140000,95.940000,95.930000,95.880000,95.760000,95.830000,95.530000,95.630000,95.540000,95.220000,95.380000,95.260000,95.160000,94.800000,94.480000,94.000000,94.060000,94.250000,94.230000,93.520000,93.660000,93.430000,93.060000,92.740000,92.220000,92.700000,91.860000,91.620000
8,16,96.340000,96.350000,96.480000,96.360000,96.290000,96.320000,96.200000,96.480000,96.070000,96.240000,96.160000,96.310000,96.250000,96.270000,96.040000,96.210000,96.210000,96.170000,96.130000,96.210000,95.960000,96.080000,95.890000,95.750000,95.960000,95.850000,95.860000,95.510000,95.660000,95.540000,95.470000,95.680000,95.300000,95.360000,95.040000,95.300000,94.900000,95.020000,94.770000,94.850000,94.610000,94.490000,94.490000,94.060000,94.000000,94.320000,94.070000,93.760000,93.590000,93.580000,93.140000
8,32,95.200000,95.190000,95.090000,95.230000,95.100000,95.240000,95.180000,95.230000,95.000000,95.130000,95.140000,95.050000,94.810000,94.910000,95.080000,94.970000,94.910000,94.940000,94.880000,94.750000,94.900000,94.830000,94.400000,94.650000,94.550000,94.640000,94.460000,94.430000,94.380000,94.480000,94.350000,94.350000,94.210000,94.340000,94.140000,94.120000,93.930000,93.890000,93.740000,93.930000,93.850000,93.710000,93.460000,93.390000,93.250000,93.130000,93.080000,93.110000,93.140000,93.010000,92.690000
