L,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
8,96.340000,96.350000,96.480000,96.360000,96.290000,96.320000,96.200000,96.480000,96.070000,96.240000,96.160000,96.310000,96.250000,96.270000,96.040000,96.210000,96.210000,96.170000,96.130000,96.210000,95.960000,96.080000,95.890000,95.750000,95.960000,95.850000,95.860000,95.510000,95.660000,95.540000,95.470000,95.680000,95.300000,95.360000,95.040000,95.300000,94.900000,95.020000,94.770000,94.850000,94.610000,94.490000,94.490000,94.060000,94.000000,94.320000,94.070000,93.760000,93.590000,93.580000,93.140000
