C,T,L,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
4,0,2,96.820000,91.610000,93.090000,93.700000,93.900000,93.780000,93.890000,94.110000,94.000000,94.390000,94.250000,93.870000,93.870000,93.680000,92.700000,92.450000,91.570000,90.840000,89.190000,87.400000,85.620000,83.820000,81.170000,79.540000,76.310000,74.470000,71.540000,70.010000,67.510000,63.850000,61.550000,59.360000,56.950000,55.660000,52.580000,50.820000,48.830000,46.520000,43.590000,42.370000,39.970000,38.590000,36.760000,35.520000,34.310000,34.070000,31.970000,31.870000,31.090000,29.500000,29.380000
4,2,2,96.820000,90.250000,92.530000,93.100000,93.700000,93.580000,93.600000,94.180000,94.070000,94.220000,93.910000,94.150000,94.180000,94.200000,94.140000,94.170000,94.170000,94.210000,94.030000,93.360000,93.090000,93.190000,92.290000,91.230000,90.790000,89.530000,88.170000,87.340000,86.030000,84.570000,83.190000,81.790000,80.290000,79.230000,76.990000,74.980000,73.290000,71.720000,69.850000,68.380000,66.350000,64.470000,62.800000,60.480000,59.420000,57.490000,56.290000,53.830000,51.690000,50.500000,48.840000
4,4,2,96.940000,97.030000,96.970000,96.890000,96.790000,96.940000,96.920000,97.010000,96.970000,96.880000,96.960000,96.820000,96.770000,96.650000,96.610000,96.590000,96.790000,96.420000,96.270000,96.140000,96.000000,95.690000,95.650000,95.350000,95.300000,95.240000,95.030000,94.800000,94.370000,94.700000,94.180000,93.990000,93.640000,93.780000,93.300000,93.430000,93.250000,92.870000,92.650000,91.860000,92.090000,91.600000,91.210000,90.600000,90.280000,89.820000,89.460000,89.440000,88.810000,87.990000,87.330000
4,8,2,97.340000,97.290000,97.380000,97.400000,97.220000,97.320000,97.190000,97.270000,97.220000,97.190000,97.190000,97.220000,97.110000,96.890000,96.740000,96.940000,96.730000,96.720000,96.660000,96.530000,96.640000,96.600000,96.630000,96.340000,96.350000,96.440000,96.240000,96.210000,95.970000,96.070000,96.030000,95.920000,95.750000,95.710000,95.780000,95.570000,95.670000,95.610000,95.240000,95.430000,95.200000,94.970000,95.030000,94.510000,94.570000,94.440000,94.460000,94.120000,93.820000,93.690000,93.590000
4,16,2,96.500000,96.580000,96.500000,96.530000,96.530000,96.540000,96.520000,96.450000,96.460000,96.340000,96.180000,96.550000,96.370000,96.230000,96.130000,96.160000,96.090000,95.810000,96.010000,95.990000,96.000000,95.740000,95.760000,95.680000,95.290000,95.260000,95.310000,95.000000,94.560000,94.470000,94.080000,93.940000,93.700000,92.830000,92.850000,92.520000,91.660000,91.160000,90.640000,90.030000,89.720000,88.340000,87.750000,87.010000,85.510000,85.060000,84.160000,83.330000,82.740000,81.260000,80.060000
4,32,2,97.120000,97.170000,97.120000,97.150000,97.100000,97.030000,97.110000,96.950000,96.860000,96.970000,96.910000,96.820000,96.750000,96.790000,96.730000,96.810000,96.600000,96.540000,96.710000,96.750000,96.550000,96.550000,96.550000,96.510000,96.570000,96.640000,96.540000,96.360000,96.360000,96.560000,96.290000,96.280000,96.370000,96.150000,96.340000,96.110000,96.170000,96.040000,95.950000,95.920000,96.040000,95.960000,96.020000,95.870000,95.650000,95.840000,95.940000,95.680000,95.780000,95.520000,95.610000
4,16,4,97.420000,97.390000,97.340000,97.400000,97.350000,97.180000,97.050000,97.190000,97.090000,97.240000,97.030000,97.080000,96.920000,96.900000,96.770000,96.790000,96.570000,96.560000,96.110000,96.210000,96.120000,95.950000,95.880000,95.680000,95.420000,95.160000,95.020000,94.600000,94.530000,94.270000,93.640000,93.250000,92.910000,92.290000,92.040000,91.470000,91.250000,90.250000,89.080000,88.650000,87.940000,86.450000,85.420000,85.270000,83.910000,82.730000,81.740000,80.810000,78.790000,77.040000,76.440000
4,16,8,96.340000,96.250000,96.380000,96.200000,95.990000,96.130000,96.140000,96.350000,96.230000,96.060000,96.100000,95.890000,96.010000,95.890000,95.690000,95.750000,95.690000,95.320000,95.090000,95.010000,95.050000,94.700000,94.510000,94.470000,93.920000,93.600000,93.110000,92.610000,92.660000,92.100000,91.290000,90.830000,90.280000,89.560000,88.700000,87.990000,86.920000,86.770000,85.460000,85.240000,84.260000,83.580000,82.070000,81.400000,80.140000,79.550000,78.130000,76.830000,76.790000,75.500000,74.840000
4,0,16,97.730000,97.680000,97.600000,97.580000,97.370000,97.180000,96.570000,96.510000,95.960000,95.340000,94.610000,93.630000,92.590000,90.770000,89.030000,87.570000,85.760000,83.510000,80.810000,78.010000,75.500000,72.710000,69.560000,66.630000,63.340000,61.570000,57.690000,54.860000,52.600000,49.680000,47.390000,44.800000,42.940000,40.550000,39.010000,37.000000,35.080000,33.190000,32.590000,31.420000,29.320000,28.060000,27.520000,26.600000,25.380000,24.540000,23.550000,23.260000,22.910000,22.080000,21.540000
4,2,16,63.450000,63.650000,62.970000,62.790000,62.840000,63.070000,62.420000,62.780000,60.900000,59.440000,58.590000,56.400000,56.060000,55.520000,54.130000,54.480000,54.250000,53.850000,53.140000,52.700000,53.570000,53.050000,52.690000,52.880000,52.240000,51.800000,51.950000,51.690000,50.850000,50.920000,49.750000,49.500000,48.530000,47.440000,46.450000,46.420000,45.630000,43.940000,43.520000,42.870000,40.910000,39.950000,39.250000,38.230000,37.560000,36.960000,35.660000,34.100000,33.800000,32.860000,31.910000
4,4,16,96.140000,96.100000,96.150000,96.200000,96.140000,96.100000,96.100000,96.150000,96.260000,96.040000,96.070000,96.320000,95.980000,95.660000,95.370000,95.320000,94.630000,94.030000,93.440000,92.270000,90.950000,90.170000,89.050000,87.570000,86.150000,85.680000,83.680000,81.860000,80.460000,78.990000,77.550000,76.910000,75.340000,73.730000,72.270000,71.230000,71.090000,69.500000,68.280000,66.880000,66.220000,64.560000,63.040000,62.270000,60.800000,59.950000,58.340000,57.570000,56.920000,55.060000,54.400000
