name,role,is_head,matched,n_params,out_channels,bn_name,if_name,risk_mean,risk_max,p_gt_tau,q_mean,q_max,q_os_mean
conv1.0,stem,False,True,1728,64,conv1.1,conv1.2,5.111048221588135,12.924644470214844,1.0,19.44419288635254,50.698577880859375,19.44419288635254
conv2_x.0.residual_function.0,residual_preact,False,True,36864,64,conv2_x.0.residual_function.1,conv2_x.0.residual_function.2,1.8147079944610596,12.924644470214844,1.0,6.258831977844238,50.698577880859375,6.258831977844238
conv2_x.0.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.0.residual_function.4,conv2_x.0.act,0.9971161484718323,12.924644470214844,1.0,2.988464593887329,50.698577880859375,2.988464593887329
conv2_x.1.residual_function.0,residual_preact,False,True,36864,64,conv2_x.1.residual_function.1,conv2_x.1.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv2_x.1.residual_function.3,residual_terminal,False,True,36864,64,conv2_x.1.residual_function.4,conv2_x.1.act,1.4932851791381836,12.924644470214844,1.0,4.973140239715576,50.698577880859375,4.973140239715576
conv3_x.0.residual_function.0,residual_preact,False,True,73728,128,conv3_x.0.residual_function.1,conv3_x.0.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv3_x.0.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.0.residual_function.4,conv3_x.0.act,1.7544195652008057,12.924644470214844,1.0,6.017678260803223,50.698577880859375,6.017678260803223
conv3_x.0.shortcut.0,shortcut,False,True,8192,128,conv3_x.0.shortcut.1,conv3_x.0.act,1.7544195652008057,12.924644470214844,1.0,6.017678260803223,50.698577880859375,6.017678260803223
conv3_x.1.residual_function.0,residual_preact,False,True,147456,128,conv3_x.1.residual_function.1,conv3_x.1.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv3_x.1.residual_function.3,residual_terminal,False,True,147456,128,conv3_x.1.residual_function.4,conv3_x.1.act,1.7544195652008057,12.924644470214844,1.0,6.017678260803223,50.698577880859375,6.017678260803223
conv4_x.0.residual_function.0,residual_preact,False,True,294912,256,conv4_x.0.residual_function.1,conv4_x.0.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv4_x.0.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.0.residual_function.4,conv4_x.0.act,0.8551217317581177,12.924644470214844,1.0,2.4204869270324707,50.698577880859375,2.4204869270324707
conv4_x.0.shortcut.0,shortcut,False,True,32768,256,conv4_x.0.shortcut.1,conv4_x.0.act,0.8551217317581177,12.924644470214844,1.0,2.4204869270324707,50.698577880859375,2.4204869270324707
conv4_x.1.residual_function.0,residual_preact,False,True,589824,256,conv4_x.1.residual_function.1,conv4_x.1.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv4_x.1.residual_function.3,residual_terminal,False,True,589824,256,conv4_x.1.residual_function.4,conv4_x.1.act,3.2156567573547363,12.924644470214844,1.0,11.862627029418945,50.698577880859375,11.862627029418945
conv5_x.0.residual_function.0,residual_preact,False,True,1179648,512,conv5_x.0.residual_function.1,conv5_x.0.residual_function.2,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv5_x.0.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.0.residual_function.4,conv5_x.0.act,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv5_x.0.shortcut.0,shortcut,False,True,131072,512,conv5_x.0.shortcut.1,conv5_x.0.act,0.8077902793884277,0.8077902793884277,1.0,2.231161117553711,2.231161117553711,2.231161117553711
conv5_x.1.residual_function.0,residual_preact,False,True,2359296,512,conv5_x.1.residual_function.1,conv5_x.1.residual_function.2,0.9024531841278076,12.924644470214844,1.0,2.6098127365112305,50.698577880859375,2.6098127365112305
conv5_x.1.residual_function.3,residual_terminal,False,True,2359296,512,conv5_x.1.residual_function.4,conv5_x.1.act,0.8536335825920105,12.924644470214844,1.0,2.414534330368042,50.698577880859375,2.414534330368042
fc,classifier_head,True,False,51200,100,,,nan,nan,nan,1.0,1.0,1.0
