arch,hidden_size,T0_L4_mean,T0_L4_std,T16_L4_mean,T16_L4_std,Gap_L4_T0_minus_T16,T0_L16_mean,T0_L16_std,T16_L16_mean,T16_L16_std,Gap_L16_T0_minus_T16
fc3_h8,8,87.696000,5.169016,88.704000,4.448565,-1.008000,77.412000,18.445058,76.886000,19.551612,0.526000
