L,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,87.570000,87.510000,87.310000,86.890000,87.100000,86.740000,86.620000,86.650000,86.880000,86.710000,86.760000,86.470000,86.710000,86.220000,86.530000,86.180000,86.250000,85.820000,85.760000,85.710000,85.800000,85.520000,84.920000,84.880000,84.540000,84.480000,84.280000,84.080000,84.130000,83.670000,83.300000,82.870000,83.120000,82.620000,82.350000,82.240000,81.580000,82.050000,81.370000,80.780000,80.730000,80.570000,80.170000,79.720000,79.540000,79.210000,78.470000,78.540000,77.770000,77.140000,77.210000
