L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,82.700000,75.080000,62.850000,50.050000,38.140000,29.750000,23.200000,18.600000,15.490000,12.710000,11.450000,9.710000,8.730000
