L,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,23.450000,15.500000,10.650000,8.200000,6.500000,5.140000,4.550000,3.720000,3.380000,3.050000,2.760000,2.420000,2.120000,2.140000,1.900000,1.650000,1.760000
