arch,hidden_size,regularizer,if_mode,L,T,seed,sigma,acc,checkpoint,matrix_csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.00,83.190000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.05,83.040000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.10,82.990000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.15,82.980000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.20,82.700000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.25,82.960000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.30,82.820000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.35,82.790000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.40,82.630000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.45,82.800000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.50,82.830000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.55,82.320000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.60,82.910000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.65,81.930000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.70,82.430000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.75,81.900000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.80,82.070000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.85,82.100000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.90,82.040000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,0.95,82.210000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,43,1.00,81.930000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_43/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_43.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.00,83.770000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.05,83.700000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.10,83.670000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.15,83.510000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.20,83.300000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.25,83.400000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.30,83.440000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.35,83.530000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.40,83.200000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.45,83.260000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.50,83.270000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.55,82.520000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.60,82.860000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.65,82.750000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.70,82.340000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.75,82.830000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.80,82.530000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.85,82.070000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.90,82.220000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,0.95,82.250000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,mne_l2,rate_uniform,16,16,44,1.00,82.030000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/mne_l2/seed_44/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_44.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.00,84.460000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.05,84.230000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.10,84.450000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.15,84.350000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.20,83.980000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.25,84.200000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.30,84.060000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.35,83.930000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.40,83.680000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.45,83.460000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.50,83.540000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.55,83.050000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.60,83.210000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.65,82.080000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.70,82.410000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.75,82.720000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.80,82.140000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.85,81.670000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.90,81.650000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,0.95,81.490000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,40,1.00,80.430000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_40/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.00,85.080000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.05,84.790000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.10,84.880000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.15,84.770000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.20,84.680000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.25,84.560000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.30,84.670000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.35,84.740000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.40,84.570000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.45,84.370000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.50,83.830000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.55,83.780000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.60,83.640000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.65,83.130000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.70,83.050000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.75,82.590000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.80,82.750000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.85,82.260000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.90,82.410000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,0.95,81.700000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,41,1.00,81.640000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_41/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,42,0.00,84.730000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_42/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,42,0.05,84.740000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_42/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,42,0.10,84.640000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_42/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fc3rev_h16,16,no_regularization,rate_uniform,16,16,42,0.15,84.800000,,important results/fashion_mnist_fc3rev_three_regs/noise_sweep_rate_uniform_L16_T16/fc3rev_h16/no_regularization/seed_42/noise_sweep_matrix_fashion_mnist_fc3rev_h16_T16_mode_rate_uniform_schedule_normal_seed_42.csv
