block,has_shortcut_conv,kappa_res_mean,kappa_sc_mean,phi_res_mean,phi_sc_mean,cov_mean,frac_phi_neg_res,frac_phi_neg_sc,delta_u_rms_mean
conv2_x.0,0,0.9531773328781128,1.0467180013656616,0.03873595967888832,0.010001096874475479,0.0007784406188875437,0.0,0.0,0.19359979033470154
conv2_x.1,0,0.6340035796165466,1.3658597469329834,0.01093517430126667,0.010000092908740044,0.0001147934453911148,0.0,0.0,0.13571757078170776
conv3_x.0,1,1.178018569946289,0.8218215107917786,0.01040580589324236,0.01011811476200819,0.00017233201651833951,0.0,0.0,0.13718411326408386
conv3_x.1,0,0.42032408714294434,1.5795178413391113,0.004250899888575077,0.010000277310609818,5.72642165934667e-05,0.0,0.0,0.11766032129526138
conv4_x.0,1,1.365155816078186,0.6346396207809448,0.008750488981604576,0.0039914012886583805,0.00011397957132430747,0.0,0.0,0.11152991652488708
conv4_x.1,0,0.4939301609992981,1.5059189796447754,0.0053116329945623875,0.009979043155908585,-1.2027950106130447e-05,0.0,0.0,0.12116282433271408
conv5_x.0,1,1.4267122745513916,0.5732653141021729,0.06628871709108353,0.02657444402575493,0.0007805741624906659,0.0,0.0,0.3058409094810486
conv5_x.1,0,0.8444523215293884,1.1554322242736816,0.007878279313445091,0.010010475292801857,0.00017969630425795913,0.0,0.0,0.13450732827186584
