L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,98.750000,98.020000,95.320000,89.890000,84.870000,80.720000,78.080000,76.030000,73.980000,71.990000,70.570000
