L,T,0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,1
16,16,95.130000,95.080000,95.060000,95.020000,95.050000,94.960000,94.960000,94.950000,94.860000,94.820000,94.690000
