L,T,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3,3.25,3.5,3.75,4,4.25,4.5,4.75,5
16,16,73.880000,65.420000,56.300000,47.240000,38.770000,32.000000,25.840000,21.010000,18.140000,16.180000,14.270000,13.410000,12.840000,12.100000,11.630000,11.420000,11.120000
