L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,62.570000,62.240000,56.330000,33.760000,9.780000,2.840000,1.620000,1.270000,1.060000,1.020000,1.010000,1.060000,1.020000
