dataset,model,method,method_label,regularizer,reg_coeff,weight_decay,seed,L,train_T,test_T,if_mode,spike_schedule,noise_position,noise_type,sigma,acc,checkpoint,matrix_csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,81.070000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.720000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.250000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,75.970000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,80.500000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h8,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,76.960000,fashion_mnist-checkpoints/fc3_h8_L[16]_fashion_spectral_mne_fc3_h8_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h8/orthogonal/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h8_T16_mode_rate_uniform_schedule_normal_seed_42.csv
fashion_mnist,fc3_h256,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,87.000000,fashion_mnist-checkpoints/fc3_h256_L[16]_fashion_spectral_mne_fc3_h256_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h256/orthogonal/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h256_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h256,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,40,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,83.670000,fashion_mnist-checkpoints/fc3_h256_L[16]_fashion_spectral_mne_fc3_h256_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h256/orthogonal/rc0p0001/seed_40/noise_sweep_matrix_fashion_mnist_fc3_h256_T16_mode_rate_uniform_schedule_normal_seed_40.csv
fashion_mnist,fc3_h256,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,87.150000,fashion_mnist-checkpoints/fc3_h256_L[16]_fashion_spectral_mne_fc3_h256_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h256/orthogonal/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h256_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h256,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,41,16,0,16,rate_uniform,normal,post_input_if,gaussian,1,83.710000,fashion_mnist-checkpoints/fc3_h256_L[16]_fashion_spectral_mne_fc3_h256_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h256/orthogonal/rc0p0001/seed_41/noise_sweep_matrix_fashion_mnist_fc3_h256_T16_mode_rate_uniform_schedule_normal_seed_41.csv
fashion_mnist,fc3_h256,orthogonal,orthogonal_rc0p0001,orthogonal,0p0001,0.0,42,16,0,16,rate_uniform,normal,post_input_if,gaussian,0,86.920000,fashion_mnist-checkpoints/fc3_h256_L[16]_fashion_spectral_mne_fc3_h256_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/important_results/fashion_orthogonal_ep30_3seed_rc1e4/fc3_h256/orthogonal/rc0p0001/seed_42/noise_sweep_matrix_fashion_mnist_fc3_h256_T16_mode_rate_uniform_schedule_normal_seed_42.csv
