L,T,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,16,87.860000,87.080000,83.820000,77.260000,67.270000,58.770000,50.930000,42.500000,36.960000,32.360000,28.890000,26.030000,24.460000
