L,0,0.25,0.5,0.75,1,1.25,1.5,1.75,2,2.25,2.5,2.75,3
16,91.110000,91.050000,90.890000,90.910000,90.610000,90.610000,90.190000,89.770000,88.650000,87.850000,86.090000,83.620000,80.780000
