L,T,0,0.02,0.04,0.06,0.08,0.1,0.12,0.14,0.16,0.18,0.2,0.22,0.24,0.26,0.28,0.3,0.32,0.34,0.36,0.38,0.4,0.42,0.44,0.46,0.48,0.5,0.52,0.54,0.56,0.58,0.6,0.62,0.64,0.66,0.68,0.7,0.72,0.74,0.76,0.78,0.8,0.82,0.84,0.86,0.88,0.9,0.92,0.94,0.96,0.98,1
16,16,90.900000,90.610000,77.020000,68.060000,64.490000,62.230000,58.500000,54.290000,50.480000,46.640000,44.380000,42.070000,40.750000,39.550000,38.760000,38.320000,37.200000,36.740000,36.020000,35.850000,36.110000,35.060000,34.960000,34.560000,34.200000,33.520000,33.640000,33.520000,33.180000,32.990000,32.710000,32.740000,32.250000,31.950000,31.700000,32.130000,31.870000,31.410000,31.200000,31.350000,30.990000,31.060000,30.660000,29.840000,30.120000,30.170000,30.050000,29.760000,29.500000,29.670000,29.210000
