model,method,method_label,seed,L,T,site,sigma,noise_repeat,noise_seed,accuracy,checkpoint
cnn2,l2,L2,40,16,4,both,0.5,0,20301001,19.620000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
cnn2,l2,L2,40,16,4,both,0.5,1,20301002,19.870000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
cnn2,l2,L2,40,16,4,both,0.5,2,20301003,19.700000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0,0,20300801,59.510000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.25,0,20300901,63.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.25,1,20300902,63.860000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.25,2,20300903,63.840000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.5,0,20301001,32.240000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.5,1,20301002,32.520000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,40,16,4,both,0.5,2,20301003,32.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed40_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0,0,20301801,77.390000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.25,0,20301901,63.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.25,1,20301902,63.900000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.25,2,20301903,63.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.5,0,20302001,51.570000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.5,1,20302002,51.620000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,41,16,4,both,0.5,2,20302003,51.370000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0,0,20301801,76.910000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.25,0,20301901,72.740000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.25,1,20301902,72.160000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.25,2,20301903,72.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.5,0,20302001,40.310000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.5,1,20302002,40.330000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,41,16,4,both,0.5,2,20302003,40.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0,0,20301801,80.020000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.25,0,20301901,73.210000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.25,1,20301902,73.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.25,2,20301903,73.360000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.5,0,20302001,31.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.5,1,20302002,32.220000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,l2,L2,41,16,4,both,0.5,2,20302003,31.750000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0,0,20301801,77.500000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.25,0,20301901,65.250000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.25,1,20301902,65.700000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.25,2,20301903,66.070000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.5,0,20302001,42.270000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.5,1,20302002,42.370000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,41,16,4,both,0.5,2,20302003,42.000000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed41_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0,0,20302801,74.770000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.25,0,20302901,69.960000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.25,1,20302902,69.520000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.25,2,20302903,69.260000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.5,0,20303001,41.890000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.5,1,20303002,41.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,old_detach,MNE-L2,42,16,4,both,0.5,2,20303003,41.320000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_old_detach_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0,0,20302801,74.090000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.25,0,20302901,68.480000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.25,1,20302902,67.690000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.25,2,20302903,67.670000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.5,0,20303001,39.360000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.5,1,20303002,39.270000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,no_reg,No Reg,42,16,4,both,0.5,2,20303003,39.060000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_no_reg_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0,0,20302801,77.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.25,0,20302901,69.110000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.25,1,20302902,68.530000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.25,2,20302903,68.680000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.5,0,20303001,27.930000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.5,1,20303002,27.560000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,l2,L2,42,16,4,both,0.5,2,20303003,27.640000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_l2_rcnone_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0,0,20302801,74.940000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.25,0,20302901,71.370000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.25,1,20302902,71.390000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.25,2,20302903,71.120000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.5,0,20303001,46.590000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.5,1,20303002,46.970000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
cnn2,orthogonal,Orthogonal,42,16,4,both,0.5,2,20303003,45.580000,/Users/S4142196/Documents/Phd_Document/codes/QCFS_simulation_FI/QCFS_simulation/fashion_mnist-checkpoints/cnn2_L[16]_fashion_spectral_mne_cnn2_orthogonal_rc0p0001_seed42_ep30_L16_trainT0.pth
